Año,Mes,Bodega,Unidad,Linea,Grupo,Subgrupo3,Cod_solo,Codigo,Serie_lote,vencimiento_lote,Descripción,Unidad_Medida_corep,Stock,Stock Pedido,Stock Real,Costo_promedio,Costo Total,Precio Venta,costo ultimo,Fecha Ingreso Lote,stock minimo,stock maximo,alterno,ubicacion,ubicacion2,ubicacion3,fecha_creacion,Dias_inventario,ultima_venta,ultima_compra,Proveedor,und,und_cant1,dias_reposicion,no_pedir,promocion,calificacion_abc,desc_color,porcentaje_iva,Controlado,Notas,und2,und_cant2,und3,und_cant3,und4,und_cant4,Motivo_UIO,Motivo_GYE
2026,2,2025 - TALLER INOPERATIVO GYE,CODIFICACION,VIDEOJET,MÁQUINAS,,383430,383430 (19093004C51ZH),19093004C51ZH,,"VJ1040, 2M STRAIGHT UMBILICAL, IP43, 60 MICRON, 2 LINE - W/O P/H STAND",Unidad,1.0000,0.0000,1.0000,2884.0201,2884.02,0.0100,2700.0000,2019-05-10 00:00:00,,,,,,,2021-07-22,2472,,2019-05-13 00:00:00,,Und,1,,,,,,15.00,NO,Creado automaticamente,,0E-16,,0E-16,,0E-16,,
2026,2,8003 - REMISIONES GUAYAQUIL,CODIFICACION,VIDEOJET,MÁQUINAS,,383430,383430 (21277001C51ZH),21277001C51ZH,,"VJ1040, 2M STRAIGHT UMBILICAL, IP43, 60 MICRON, 2 LINE - W/O P/H STAND",Unidad,1.0000,0.0000,1.0000,3090.2800,3090.28,0.0100,2700.0000,2021-12-13 12:38:39.360000,,,,,,,2021-07-22,1525,,2021-12-15 08:30:25,,Und,1,,,,,,15.00,NO,Creado automaticamente,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,MÁQUINAS,,383430,383430 (21277002C51ZH),21277002C51ZH,,"VJ1040, 2M STRAIGHT UMBILICAL, IP43, 60 MICRON, 2 LINE - W/O P/H STAND",Unidad,1.0000,0.0000,1.0000,3090.2800,3090.28,0.0100,2700.0000,2021-12-13 12:38:39.360000,,,,,,,2021-07-22,1525,,2021-12-15 08:30:25,,Und,1,,,,,,15.00,NO,Creado automaticamente,,0E-16,,0E-16,,0E-16,,
2026,2,8003 - REMISIONES GUAYAQUIL,CODIFICACION,VIDEOJET,MÁQUINAS,,383430,383430 (21277003C51ZH),21277003C51ZH,,"VJ1040, 2M STRAIGHT UMBILICAL, IP43, 60 MICRON, 2 LINE - W/O P/H STAND",Unidad,1.0000,0.0000,1.0000,3090.2800,3090.28,0.0100,2700.0000,2021-12-13 12:38:39.373000,,,,,,,2021-07-22,1525,,2021-12-15 08:30:25,,Und,1,,,,,,15.00,NO,Creado automaticamente,,0E-16,,0E-16,,0E-16,,
2026,2,1031 - BODEGA EQUIPOS USADOS  OPERATIVOS UIO,CODIFICACION,VIDEOJET,MÁQUINAS,,383430,383430 (21277004C51ZH),21277004C51ZH,,"VJ1040, 2M STRAIGHT UMBILICAL, IP43, 60 MICRON, 2 LINE - W/O P/H STAND",Unidad,1.0000,0.0000,1.0000,3090.2800,3090.28,0.0100,2700.0000,2021-12-13 12:38:39.373000,,,,,,,2021-07-22,1525,,2021-12-15 08:30:25,,Und,1,,,,,,15.00,NO,Creado automaticamente,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,MÁQUINAS,,383430,383430 (21277005C51ZH),21277005C51ZH,,"VJ1040, 2M STRAIGHT UMBILICAL, IP43, 60 MICRON, 2 LINE - W/O P/H STAND",Unidad,1.0000,0.0000,1.0000,3090.2400,3090.24,0.0100,2700.0000,2021-12-13 12:38:39.373000,,,,,,,2021-07-22,1525,,2021-12-15 08:30:25,,Und,1,,,,,,15.00,NO,Creado automaticamente,,0E-16,,0E-16,,0E-16,,
2026,2,2025 - TALLER INOPERATIVO GYE,CODIFICACION,VIDEOJET,MÁQUINAS,6230,407805,407805 (2233414002TZH),2233414002TZH,10/03/2023,VJ6230 PRINTER - LH,Unidad,1.0000,0.0000,1.0000,2563.8000,2563.80,0.0100,2347.0600,2023-03-10 17:47:32.840000,,,,,,,2021-07-22,1071,,2023-03-14 06:41:38,VIDEOJET TECHNOLOGIES INT.,Und,1,,,,,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,MÁQUINAS,6230,407805,407805 (2430514001TZH),2430514001TZH,,VJ6230 PRINTER - LH,Unidad,1.0000,0.0000,1.0000,2631.1600,2631.16,0.0100,2347.0600,2024-12-01 09:02:31.050000,1.0000,2.0000,,,,,2021-07-22,441,,2024-12-03 07:11:26,VIDEOJET TECHNOLOGIES INT.,Und,1,,,,,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,MÁQUINAS,6230,407805,407805 (2515014019TZH),2515014019TZH,,VJ6230 PRINTER - LH,Unidad,1.0000,0.0000,1.0000,2565.9200,2565.92,0.0100,2347.0600,2025-08-05 14:44:57.050000,1.0000,2.0000,,,,,2021-07-22,193,,2025-08-08 08:01:31,VIDEOJET TECHNOLOGIES INT.,Und,1,,,,,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8002 - REMISIONES QUITO,CODIFICACION,VIDEOJET,MÁQUINAS,6230,407805,407805 (2515014020TZH),2515014020TZH,,VJ6230 PRINTER - LH,Unidad,1.0000,0.0000,1.0000,2565.9200,2565.92,0.0100,2347.0600,2025-08-05 14:44:57.050000,,,,,,,2021-07-22,193,,2025-08-08 08:01:31,VIDEOJET TECHNOLOGIES INT.,Und,1,,,,,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8003 - REMISIONES GUAYAQUIL,CODIFICACION,VIDEOJET,MÁQUINAS,6230,407805,407805 (2515014022TZH),2515014022TZH,,VJ6230 PRINTER - LH,Unidad,1.0000,0.0000,1.0000,2565.9200,2565.92,0.0100,2347.0600,2025-08-05 14:44:57.067000,,,,,,,2021-07-22,193,,2025-08-08 08:01:31,VIDEOJET TECHNOLOGIES INT.,Und,1,,,,,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1031 - BODEGA EQUIPOS USADOS  OPERATIVOS UIO,CODIFICACION,VIDEOJET,MÁQUINAS,,407764,407764 (2523711002TZH),2523711002TZH,,VJ DATAFLEX 6330 PRINTER - RH 53MM,Unidad,1.0000,0.0000,1.0000,4748.9700,4748.97,0.0100,4247.6600,2025-10-07 17:04:27.923000,,,,,,,2021-07-22,124,,2025-10-16 12:09:44,,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-U110KQ5-1200,15-U110KQ5-1200,,,"Black, Ultra TTO RIBBON, 110mm x 1200M",Unidad,81.0000,36.0000,117.0000,91.6302,10720.73,160.8000,83.3940,,,,,B1-P39-F4,B1-P39-F5,,2025-08-20,89,2025-11-06 06:25:14,2025-11-20 09:17:20,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,14-E55KQ10-830,14-E55KQ10-830,,,"LPA RIBBON, BLACK, 55 mm x 830 M",Unidad,52.0000,0.0000,52.0000,9.8666,513.06,34.8900,9.4160,,21.0000,41.0000,,P34-N02,,,2025-08-20,6,2022-03-03 12:09:08,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,C,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,14-E55KQ10-830,14-E55KQ10-830,,,"LPA RIBBON, BLACK, 55 mm x 830 M",Unidad,95.0000,0.0000,95.0000,9.8666,937.33,34.8900,9.4160,,18.0000,36.0000,,B1-P42-F4,,,2025-08-20,6,2026-01-12 13:22:37,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8001 - TRANSFERENCIAS EN TRÁNSITO,CODIFICACION,VIDEOJET,CINTAS,,14-E55KQ10-830,14-E55KQ10-830,,,"LPA RIBBON, BLACK, 55 mm x 830 M",Unidad,104.0000,0.0000,104.0000,9.8666,1026.13,34.8900,9.4160,,,,,,,,2025-08-20,6,,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8002 - REMISIONES QUITO,CODIFICACION,VIDEOJET,CINTAS,,14-E55KQ10-830,14-E55KQ10-830,,,"LPA RIBBON, BLACK, 55 mm x 830 M",Unidad,29.0000,0.0000,29.0000,9.8666,286.13,34.8900,9.4160,,,,,,,,2025-08-20,6,2026-01-31 04:52:10,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8003 - REMISIONES GUAYAQUIL,CODIFICACION,VIDEOJET,CINTAS,,14-E55KQ10-830,14-E55KQ10-830,,,"LPA RIBBON, BLACK, 55 mm x 830 M",Unidad,56.0000,0.0000,56.0000,9.8666,552.53,34.8900,9.4160,,,,,,,,2025-08-20,6,2026-01-31 04:09:00,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,COMPRA EXTERIOR,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,14-E76KQ10-830,14-E76KQ10-830,,,"LPA RIBBON, BLACK, 76 mm x 830 M",Unidad,17.0000,0.0000,17.0000,15.3596,261.11,55.9500,13.6600,,1.0000,1.0000,,P33-N01,,,2025-08-20,109,,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,C,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-P110KQ5,15-P110KQ5,,,"THERMAL TRANSFER RIBBON, BLACK, 110 MM X 450 M, SUPER STANDARD",Unidad,2.0000,0.0000,2.0000,56.9491,113.90,189.9100,56.9500,,0.0000,0.0000,,B1-P40-F1,,,2025-08-20,204,,2025-07-28 03:32:49,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,N,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-S110KQ5,15-S110KQ5,,,"THERMAL TRANSFER RIBBON, BLACK, 110MM X 600M, STANDARD",Unidad,2.0000,0.0000,2.0000,28.0745,56.15,117.0600,31.2700,,4.0000,8.0000,,B1-P41-F3,,,2025-08-20,204,,2025-07-28 03:32:49,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,N,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-P30KQ25,15-P30KQ25,,,"THERMAL TRANSFER RIBBON, BLACK, 30 M X 900 M, SUPER STANDARD",Unidad,33.0000,0.0000,33.0000,35.4859,1171.03,90.9400,33.4816,,,,,B1-P40-F4,,,2025-08-20,109,2023-02-01 05:36:13,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,N,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,15-P30KQ25,15-P30KQ25,,,"THERMAL TRANSFER RIBBON, BLACK, 30 M X 900 M, SUPER STANDARD",Unidad,65.0000,0.0000,65.0000,35.4859,2306.58,90.9400,33.4816,,,,,P33-N01,,,2025-08-20,109,2025-11-12 06:09:51,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,B,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-R30KQ25,15-R30KQ25,,,"THERMAL TRANSFER RIBBON, BLACK, 30MM X 900M, PREMIUM",Unidad,10.0000,0.0000,10.0000,31.8986,318.99,75.3800,28.9544,,,,,B1-P40-F3,,,2025-08-20,89,,2025-11-20 09:17:20,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,N,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,15-R30KQ25,15-R30KQ25,,,"THERMAL TRANSFER RIBBON, BLACK, 30MM X 900M, PREMIUM",Unidad,10.0000,0.0000,10.0000,31.8986,318.99,75.3800,28.9544,,,,,P34-N01,,,2025-08-20,89,2026-01-21 07:35:25,2025-11-20 09:17:20,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8001 - TRANSFERENCIAS EN TRÁNSITO,CODIFICACION,VIDEOJET,CINTAS,,15-R30KQ25,15-R30KQ25,,,"THERMAL TRANSFER RIBBON, BLACK, 30MM X 900M, PREMIUM",Unidad,15.0000,0.0000,15.0000,31.8986,478.48,75.3800,28.9544,,,,,,,,2025-08-20,89,,2025-11-20 09:17:20,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-P33KQ25-550,15-P33KQ25-550,,,"THERMAL TRANSFER RIBBON, BLACK, 33 MM X 550 M, SUPER STANDARD",Unidad,124.0000,0.0000,124.0000,25.3200,3139.68,53.0600,21.9568,,,1.0000,,B1-P41-F3,,,2025-08-20,109,2025-09-08 06:56:13,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,N,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,15-P33KQ25-550,15-P33KQ25-550,,,"THERMAL TRANSFER RIBBON, BLACK, 33 MM X 550 M, SUPER STANDARD",Unidad,94.0000,0.0000,94.0000,25.3200,2380.08,53.0600,21.9568,,13.0000,25.0000,,P34-N03,,,2025-08-20,109,2024-03-13 17:53:42,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,N,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-S55KQ10,15-S55KQ10,,,"THERMAL TRANSFER RIBBON, BLACK, 55MM X 1000M, STANDARD",Unidad,230.0000,0.0000,230.0000,37.3520,8590.96,84.2900,34.1120,,,,12345,B1-P40-F5,B1-P47-F1,,2025-08-20,208,2026-01-20 08:06:34,2025-07-24 15:48:24,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,B,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,15-S55KQ10,15-S55KQ10,,,"THERMAL TRANSFER RIBBON, BLACK, 55MM X 1000M, STANDARD",Unidad,151.0000,0.0000,151.0000,37.3520,5640.15,84.2900,34.1120,,35.0000,71.0000,12345,P33-N03,,,2025-08-20,208,2025-11-10 08:09:08,2025-07-24 15:48:24,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8003 - REMISIONES GUAYAQUIL,CODIFICACION,VIDEOJET,CINTAS,,15-S55KQ10,15-S55KQ10,,,"THERMAL TRANSFER RIBBON, BLACK, 55MM X 1000M, STANDARD",Unidad,1.0000,0.0000,1.0000,37.3520,37.35,84.2900,34.1120,,,,12345,,,,2025-08-20,208,2023-11-30 07:08:08,2025-07-24 15:48:24,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,15-P55KQ10-600,15-P55KQ10-600,,,"THERMAL TRANSFER RIBBON, BLACK, 55MM X 600M, SUPER STANDARD",Unidad,1.0000,0.0000,1.0000,41.3094,41.31,89.5800,37.5100,,5.0000,10.0000,,P33-N03,,,2025-08-20,677,2026-02-03 10:27:06,2024-04-11 15:20:51,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-P33MWQ25,15-P33MWQ25,,,"THERMAL TRANSFER RIBBON, MET. WHITE, 33 mm X 900 M, SUPER STANDARD",Unidad,200.0000,0.0000,200.0000,26.5173,5303.46,64.9800,25.7364,,78.0000,156.0000,,B1-P47-F2,,,2025-08-20,6,2024-10-02 06:29:37,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,N,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-U110KQ5-700,15-U110KQ5-700,,,"TT RIBBON, BLACK, 110 MM X 700 M, ULTRA",Unidad,376.0000,0.0000,376.0000,46.2277,17381.62,120.3900,41.3620,,21.0000,41.0000,,B1-P41-F1,B1-P49-F1,,2025-08-20,68,2026-02-05 06:58:43,2025-12-11 07:08:30,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,C,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,15-U110KQ5-700,15-U110KQ5-700,,,"TT RIBBON, BLACK, 110 MM X 700 M, ULTRA",Unidad,13.0000,0.0000,13.0000,46.2277,600.96,120.3900,41.3620,,,,,P34-N02,,,2025-08-20,68,2025-11-18 05:51:29,2025-12-11 07:08:30,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8003 - REMISIONES GUAYAQUIL,CODIFICACION,VIDEOJET,CINTAS,,15-U110KQ5-700,15-U110KQ5-700,,,"TT RIBBON, BLACK, 110 MM X 700 M, ULTRA",Unidad,1.0000,0.0000,1.0000,46.2277,46.23,120.3900,41.3620,,,,,,,,2025-08-20,68,2025-04-29 08:36:11,2025-12-11 07:08:30,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,15-U22KQ25-700,15-U22KQ25-700,,,"TT RIBBON, BLACK, 22 MM X 700 M, ULTRA",Unidad,82.0000,0.0000,82.0000,12.0437,987.58,24.9200,11.0352,,2.0000,4.0000,,P34-N02,,,2025-08-20,109,2026-02-02 06:59:31,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,B,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-U22KQ25-700,15-U22KQ25-700,,,"TT RIBBON, BLACK, 22 MM X 700 M, ULTRA",Unidad,25.0000,0.0000,25.0000,12.0437,301.09,24.9200,11.0352,,,,,B1-P45-F2,,,2025-08-20,109,2021-07-20 06:18:16,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,C,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-U30KQ25-700,15-U30KQ25-700,,,"TT RIBBON, BLACK, 30 MM X 700 M, ULTRA",Unidad,325.0000,0.0000,325.0000,12.6150,4099.88,32.3900,12.0728,,19.0000,38.0000,,B1-P41-F4,,,2025-08-20,6,2025-12-10 05:09:19,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,15-U30KQ25-700,15-U30KQ25-700,,,"TT RIBBON, BLACK, 30 MM X 700 M, ULTRA",Unidad,91.0000,0.0000,91.0000,12.6150,1147.97,32.3900,12.0728,,1.0000,2.0000,,P33-N02,,,2025-08-20,6,2026-02-06 08:11:02,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,A,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2020 - TALLER OPERATIVO GYE,CODIFICACION,VIDEOJET,CINTAS,,15-U30KQ25-700,15-U30KQ25-700,,,"TT RIBBON, BLACK, 30 MM X 700 M, ULTRA",Unidad,1.0000,0.0000,1.0000,12.6150,12.62,32.3900,12.0728,,,,,,,,2025-08-20,6,,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8002 - REMISIONES QUITO,CODIFICACION,VIDEOJET,CINTAS,,15-U30KQ25-700,15-U30KQ25-700,,,"TT RIBBON, BLACK, 30 MM X 700 M, ULTRA",Unidad,20.0000,0.0000,20.0000,12.6150,252.30,32.3900,12.0728,,,,,,,,2025-08-20,6,2024-10-31 10:17:48,2026-02-11 14:53:36.280000,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-U33KQ25-700,15-U33KQ25-700,,,"TT RIBBON, BLACK, 33 MM X 700 M, ULTRA",Unidad,25.0000,0.0000,25.0000,14.0578,351.45,33.4700,12.6848,,6.0000,12.0000,,B1-P43-F5,,,2025-08-20,265,2025-11-19 12:04:35,2025-05-28 03:01:38,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,C,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-R33KQ25-500,15-R33KQ25-500,,,"TT RIBBON, BLACK, 33mm x 500M, PREMIUM",Unidad,17.0000,0.0000,17.0000,17.8178,302.90,45.1400,17.6948,,,,,B1-P43-F5,,,2025-08-20,109,2025-05-22 06:51:18,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,1030 - BODEGA DISPONIBLE PARA LA VENTA UIO,CODIFICACION,VIDEOJET,CINTAS,,15-R33KQ25-500,15-R33KQ25-500,,,"TT RIBBON, BLACK, 33mm x 500M, PREMIUM",Unidad,67.0000,0.0000,67.0000,17.8178,1193.79,45.1400,17.6948,,,,,P33-N01,,,2025-08-20,109,2025-06-20 08:16:37,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,C,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8001 - TRANSFERENCIAS EN TRÁNSITO,CODIFICACION,VIDEOJET,CINTAS,,15-R33KQ25-500,15-R33KQ25-500,,,"TT RIBBON, BLACK, 33mm x 500M, PREMIUM",Unidad,25.0000,0.0000,25.0000,17.8178,445.45,45.1400,17.6948,,,,,,,,2025-08-20,109,,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,8002 - REMISIONES QUITO,CODIFICACION,VIDEOJET,CINTAS,,15-R33KQ25-500,15-R33KQ25-500,,,"TT RIBBON, BLACK, 33mm x 500M, PREMIUM",Unidad,1.0000,0.0000,1.0000,17.8178,17.82,45.1400,17.6948,,,,,,,,2025-08-20,109,2023-01-31 03:55:56,2025-10-31 07:25:22,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
2026,2,2030 - BODEGA DISPONIBLE PARA LA VENTA GYE,CODIFICACION,VIDEOJET,CINTAS,,15-S33KQ25-600,15-S33KQ25-600,,,"TT RIBBON, BLACK, 33mm x 600M, STANDARD",Unidad,2.0000,0.0000,2.0000,13.6295,27.26,36.9400,12.1300,,0.0000,1.0000,,B1-P41-F3,,,2025-08-20,889,2025-08-01 10:18:10,2023-09-12 09:03:04,CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A.,Und,1,,,,B,,15.00,NO,,,0E-16,,0E-16,,0E-16,,
